message,severity,attributes,tags,timestamp
1:M 20 Apr 2026 12:35:48.925 * <timeseries> 	{ ts-ignore-max-val-diff :     0.000000 },info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""7ed3f60e-cc4c-4deb-b896-dfa3b22602af"",""replica"":""126f4b8d-97c0-459c-8a9f-1864de17f62e""}",2026-04-20T12:35:50.179131785Z
1:M 20 Apr 2026 12:35:48.925 * <timeseries> ],info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""7ed3f60e-cc4c-4deb-b896-dfa3b22602af"",""replica"":""126f4b8d-97c0-459c-8a9f-1864de17f62e""}",2026-04-20T12:35:50.179142898Z
1:M 20 Apr 2026 12:35:48.925 * <timeseries> Detected redis oss,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""7ed3f60e-cc4c-4deb-b896-dfa3b22602af"",""replica"":""126f4b8d-97c0-459c-8a9f-1864de17f62e""}",2026-04-20T12:35:50.179151527Z
1:M 20 Apr 2026 12:35:48.926 * <timeseries> Enabled diskless replication,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""7ed3f60e-cc4c-4deb-b896-dfa3b22602af"",""replica"":""126f4b8d-97c0-459c-8a9f-1864de17f62e""}",2026-04-20T12:35:50.179160235Z
1:M 20 Apr 2026 12:35:48.926 * Module 'timeseries' loaded from /usr/local/lib/redis/modules//redistimeseries.so,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""7ed3f60e-cc4c-4deb-b896-dfa3b22602af"",""replica"":""126f4b8d-97c0-459c-8a9f-1864de17f62e""}",2026-04-20T12:35:50.179167037Z
1:M 20 Apr 2026 12:35:48.926 * <ReJSON> Created new data type 'ReJSON-RL',info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""7ed3f60e-cc4c-4deb-b896-dfa3b22602af"",""replica"":""126f4b8d-97c0-459c-8a9f-1864de17f62e""}",2026-04-20T12:35:50.179177973Z
1:M 20 Apr 2026 12:35:48.927 * <search> Enabled workers threadpool of size 4,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""7ed3f60e-cc4c-4deb-b896-dfa3b22602af"",""replica"":""126f4b8d-97c0-459c-8a9f-1864de17f62e""}",2026-04-20T12:35:50.185662769Z
1:M 20 Apr 2026 12:35:48.928 * Loading RDB produced by version 8.2.1,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""7ed3f60e-cc4c-4deb-b896-dfa3b22602af"",""replica"":""126f4b8d-97c0-459c-8a9f-1864de17f62e""}",2026-04-20T12:35:50.185682248Z
1:M 20 Apr 2026 12:35:48.928 * RDB age 2 seconds,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""7ed3f60e-cc4c-4deb-b896-dfa3b22602af"",""replica"":""126f4b8d-97c0-459c-8a9f-1864de17f62e""}",2026-04-20T12:35:50.185691131Z
1:M 20 Apr 2026 12:35:48.928 * RDB memory usage when created 0.99 Mb,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""7ed3f60e-cc4c-4deb-b896-dfa3b22602af"",""replica"":""126f4b8d-97c0-459c-8a9f-1864de17f62e""}",2026-04-20T12:35:50.185699010Z
"1:M 20 Apr 2026 12:35:48.928 * Done loading RDB, keys loaded: 0, keys expired: 0.",info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""7ed3f60e-cc4c-4deb-b896-dfa3b22602af"",""replica"":""126f4b8d-97c0-459c-8a9f-1864de17f62e""}",2026-04-20T12:35:50.185707127Z
1:M 20 Apr 2026 12:35:48.928 * <search> Disabled workers threadpool of size 4,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""7ed3f60e-cc4c-4deb-b896-dfa3b22602af"",""replica"":""126f4b8d-97c0-459c-8a9f-1864de17f62e""}",2026-04-20T12:35:50.185716296Z
1:M 20 Apr 2026 12:35:48.926 * <ReJSON> version: 80200 git sha: unknown branch: unknown,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""7ed3f60e-cc4c-4deb-b896-dfa3b22602af"",""replica"":""126f4b8d-97c0-459c-8a9f-1864de17f62e""}",2026-04-20T12:35:50.186292742Z
1:M 20 Apr 2026 12:35:48.926 * <ReJSON> Exported RedisJSON_V1 API,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""7ed3f60e-cc4c-4deb-b896-dfa3b22602af"",""replica"":""126f4b8d-97c0-459c-8a9f-1864de17f62e""}",2026-04-20T12:35:50.186298642Z
1:M 20 Apr 2026 12:35:48.926 * <ReJSON> Exported RedisJSON_V2 API,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""7ed3f60e-cc4c-4deb-b896-dfa3b22602af"",""replica"":""126f4b8d-97c0-459c-8a9f-1864de17f62e""}",2026-04-20T12:35:50.186304720Z
1:M 20 Apr 2026 12:35:48.926 * <ReJSON> Exported RedisJSON_V3 API,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""7ed3f60e-cc4c-4deb-b896-dfa3b22602af"",""replica"":""126f4b8d-97c0-459c-8a9f-1864de17f62e""}",2026-04-20T12:35:50.186313607Z
1:M 20 Apr 2026 12:35:48.926 * <ReJSON> Exported RedisJSON_V4 API,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""7ed3f60e-cc4c-4deb-b896-dfa3b22602af"",""replica"":""126f4b8d-97c0-459c-8a9f-1864de17f62e""}",2026-04-20T12:35:50.186318549Z
1:M 20 Apr 2026 12:35:48.926 * <ReJSON> Exported RedisJSON_V5 API,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""7ed3f60e-cc4c-4deb-b896-dfa3b22602af"",""replica"":""126f4b8d-97c0-459c-8a9f-1864de17f62e""}",2026-04-20T12:35:50.186323883Z
1:M 20 Apr 2026 12:35:48.926 * <ReJSON> Enabled diskless replication,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""7ed3f60e-cc4c-4deb-b896-dfa3b22602af"",""replica"":""126f4b8d-97c0-459c-8a9f-1864de17f62e""}",2026-04-20T12:35:50.186329894Z
"1:M 20 Apr 2026 12:35:48.926 * <ReJSON> Initialized shared string cache, thread safe: false.",info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""7ed3f60e-cc4c-4deb-b896-dfa3b22602af"",""replica"":""126f4b8d-97c0-459c-8a9f-1864de17f62e""}",2026-04-20T12:35:50.186337298Z
1:M 20 Apr 2026 12:35:48.926 * Module 'ReJSON' loaded from /usr/local/lib/redis/modules//rejson.so,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""7ed3f60e-cc4c-4deb-b896-dfa3b22602af"",""replica"":""126f4b8d-97c0-459c-8a9f-1864de17f62e""}",2026-04-20T12:35:50.186343181Z
1:M 20 Apr 2026 12:35:48.926 * <search> Acquired RedisJSON_V5 API,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""7ed3f60e-cc4c-4deb-b896-dfa3b22602af"",""replica"":""126f4b8d-97c0-459c-8a9f-1864de17f62e""}",2026-04-20T12:35:50.186351009Z
1:M 20 Apr 2026 12:35:48.927 * Server initialized,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""7ed3f60e-cc4c-4deb-b896-dfa3b22602af"",""replica"":""126f4b8d-97c0-459c-8a9f-1864de17f62e""}",2026-04-20T12:35:50.186375433Z
1:M 20 Apr 2026 12:35:48.927 * <search> Loading event starts,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""7ed3f60e-cc4c-4deb-b896-dfa3b22602af"",""replica"":""126f4b8d-97c0-459c-8a9f-1864de17f62e""}",2026-04-20T12:35:50.186382785Z
1:M 20 Apr 2026 12:35:48.928 * <search> Loading event ends,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""7ed3f60e-cc4c-4deb-b896-dfa3b22602af"",""replica"":""126f4b8d-97c0-459c-8a9f-1864de17f62e""}",2026-04-20T12:35:50.192173894Z
1:M 20 Apr 2026 12:35:48.928 * DB loaded from disk: 0.002 seconds,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""7ed3f60e-cc4c-4deb-b896-dfa3b22602af"",""replica"":""126f4b8d-97c0-459c-8a9f-1864de17f62e""}",2026-04-20T12:35:50.192180613Z
1:M 20 Apr 2026 12:35:48.929 * Ready to accept connections tcp,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""7ed3f60e-cc4c-4deb-b896-dfa3b22602af"",""replica"":""126f4b8d-97c0-459c-8a9f-1864de17f62e""}",2026-04-20T12:35:50.192187567Z
1:signal-handler (1776688546) Received SIGTERM scheduling shutdown...,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""a3d5fa9d-dad9-4f94-86d0-ec82cd611c63"",""replica"":""ba37a3fb-984a-4efa-9539-9f5788a16aa8""}",2026-04-20T12:35:52.266836644Z
1:M 20 Apr 2026 12:35:46.230 * User requested shutdown...,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""a3d5fa9d-dad9-4f94-86d0-ec82cd611c63"",""replica"":""ba37a3fb-984a-4efa-9539-9f5788a16aa8""}",2026-04-20T12:35:52.266840593Z
1:M 20 Apr 2026 12:35:46.230 * Saving the final RDB snapshot before exiting.,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""a3d5fa9d-dad9-4f94-86d0-ec82cd611c63"",""replica"":""ba37a3fb-984a-4efa-9539-9f5788a16aa8""}",2026-04-20T12:35:52.266845390Z
1:M 20 Apr 2026 12:35:46.250 * DB saved on disk,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""a3d5fa9d-dad9-4f94-86d0-ec82cd611c63"",""replica"":""ba37a3fb-984a-4efa-9539-9f5788a16aa8""}",2026-04-20T12:35:52.266849488Z
"1:M 20 Apr 2026 12:35:46.250 # Redis is now ready to exit, bye bye...",info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""a3d5fa9d-dad9-4f94-86d0-ec82cd611c63"",""replica"":""ba37a3fb-984a-4efa-9539-9f5788a16aa8""}",2026-04-20T12:35:52.266855033Z
Stopping Container,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""a3d5fa9d-dad9-4f94-86d0-ec82cd611c63"",""replica"":""ba37a3fb-984a-4efa-9539-9f5788a16aa8""}",2026-04-20T12:35:54.522110400Z
Stopping Container,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""7ed3f60e-cc4c-4deb-b896-dfa3b22602af"",""replica"":""126f4b8d-97c0-459c-8a9f-1864de17f62e""}",2026-04-20T12:42:29.242783740Z
1:signal-handler (1776688947) Received SIGTERM scheduling shutdown...,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""7ed3f60e-cc4c-4deb-b896-dfa3b22602af"",""replica"":""126f4b8d-97c0-459c-8a9f-1864de17f62e""}",2026-04-20T12:42:29.277085990Z
1:M 20 Apr 2026 12:42:27.898 * User requested shutdown...,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""7ed3f60e-cc4c-4deb-b896-dfa3b22602af"",""replica"":""126f4b8d-97c0-459c-8a9f-1864de17f62e""}",2026-04-20T12:42:29.277094957Z
1:M 20 Apr 2026 12:42:27.898 * Saving the final RDB snapshot before exiting.,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""7ed3f60e-cc4c-4deb-b896-dfa3b22602af"",""replica"":""126f4b8d-97c0-459c-8a9f-1864de17f62e""}",2026-04-20T12:42:29.277101557Z
1:M 20 Apr 2026 12:42:27.909 * DB saved on disk,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""7ed3f60e-cc4c-4deb-b896-dfa3b22602af"",""replica"":""126f4b8d-97c0-459c-8a9f-1864de17f62e""}",2026-04-20T12:42:29.277109278Z
"1:M 20 Apr 2026 12:42:27.909 # Redis is now ready to exit, bye bye...",info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""7ed3f60e-cc4c-4deb-b896-dfa3b22602af"",""replica"":""126f4b8d-97c0-459c-8a9f-1864de17f62e""}",2026-04-20T12:42:29.277116383Z
Mounting volume on: /var/lib/containers/railwayapp/bind-mounts/a9b28120-e3fb-488c-a353-5caac76facba/vol_kfmeeufbododrjhq,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""6a5216b7-1820-4719-b248-6da49e4de840"",""replica"":""a9b28120-e3fb-488c-a353-5caac76facba""}",2026-04-20T19:47:25.395485296Z
Starting Redis Server,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""6a5216b7-1820-4719-b248-6da49e4de840"",""replica"":""a9b28120-e3fb-488c-a353-5caac76facba""}",2026-04-20T19:47:26.455190429Z
"1:C 20 Apr 2026 19:47:25.725 # WARNING Memory overcommit must be enabled! Without it, a background save or replication may fail under low memory condition. Being disabled, it can also cause failures without low memory condition, see https://github.com/jemalloc/jemalloc/issues/1328. To fix this issue add 'vm.overcommit_memory = 1' to /etc/sysctl.conf and then reboot or run the command 'sysctl vm.overcommit_memory=1' for this to take effect.",info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""6a5216b7-1820-4719-b248-6da49e4de840"",""replica"":""a9b28120-e3fb-488c-a353-5caac76facba""}",2026-04-20T19:47:26.455195715Z
1:C 20 Apr 2026 19:47:25.725 * oO0OoO0OoO0Oo Redis is starting oO0OoO0OoO0Oo,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""6a5216b7-1820-4719-b248-6da49e4de840"",""replica"":""a9b28120-e3fb-488c-a353-5caac76facba""}",2026-04-20T19:47:26.455201638Z
"1:C 20 Apr 2026 19:47:25.725 * Redis version=8.2.1, bits=64, commit=00000000, modified=1, pid=1, just started",info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""6a5216b7-1820-4719-b248-6da49e4de840"",""replica"":""a9b28120-e3fb-488c-a353-5caac76facba""}",2026-04-20T19:47:26.455207402Z
1:C 20 Apr 2026 19:47:25.725 * Configuration loaded,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""6a5216b7-1820-4719-b248-6da49e4de840"",""replica"":""a9b28120-e3fb-488c-a353-5caac76facba""}",2026-04-20T19:47:26.455214039Z
1:M 20 Apr 2026 19:47:25.726 * monotonic clock: POSIX clock_gettime,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""6a5216b7-1820-4719-b248-6da49e4de840"",""replica"":""a9b28120-e3fb-488c-a353-5caac76facba""}",2026-04-20T19:47:26.455219190Z
"1:M 20 Apr 2026 19:47:25.729 * Running mode=standalone, port=6379.",info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""6a5216b7-1820-4719-b248-6da49e4de840"",""replica"":""a9b28120-e3fb-488c-a353-5caac76facba""}",2026-04-20T19:47:26.455227393Z
1:M 20 Apr 2026 19:47:25.730 * <bf> RedisBloom version 8.2.0 (Git=unknown),info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""6a5216b7-1820-4719-b248-6da49e4de840"",""replica"":""a9b28120-e3fb-488c-a353-5caac76facba""}",2026-04-20T19:47:26.455232748Z
1:M 20 Apr 2026 19:47:25.730 * <bf> Registering configuration options: [,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""6a5216b7-1820-4719-b248-6da49e4de840"",""replica"":""a9b28120-e3fb-488c-a353-5caac76facba""}",2026-04-20T19:47:26.455237753Z
1:M 20 Apr 2026 19:47:25.730 * <bf> 	{ bf-error-rate       :      0.01 },info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""6a5216b7-1820-4719-b248-6da49e4de840"",""replica"":""a9b28120-e3fb-488c-a353-5caac76facba""}",2026-04-20T19:47:26.455243665Z
1:M 20 Apr 2026 19:47:25.730 * <bf> 	{ bf-initial-size     :       100 },info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""6a5216b7-1820-4719-b248-6da49e4de840"",""replica"":""a9b28120-e3fb-488c-a353-5caac76facba""}",2026-04-20T19:47:26.455249465Z
1:M 20 Apr 2026 19:47:25.730 * <bf> 	{ bf-expansion-factor :         2 },info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""6a5216b7-1820-4719-b248-6da49e4de840"",""replica"":""a9b28120-e3fb-488c-a353-5caac76facba""}",2026-04-20T19:47:26.455257149Z
1:M 20 Apr 2026 19:47:25.730 * <bf> 	{ cf-bucket-size      :         2 },info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""6a5216b7-1820-4719-b248-6da49e4de840"",""replica"":""a9b28120-e3fb-488c-a353-5caac76facba""}",2026-04-20T19:47:26.455263046Z
1:M 20 Apr 2026 19:47:25.730 * <bf> 	{ cf-initial-size     :      1024 },info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""6a5216b7-1820-4719-b248-6da49e4de840"",""replica"":""a9b28120-e3fb-488c-a353-5caac76facba""}",2026-04-20T19:47:26.455268472Z
1:M 20 Apr 2026 19:47:25.730 * <bf> 	{ cf-max-iterations   :        20 },info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""6a5216b7-1820-4719-b248-6da49e4de840"",""replica"":""a9b28120-e3fb-488c-a353-5caac76facba""}",2026-04-20T19:47:26.455274699Z
Starting Container,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""6a5216b7-1820-4719-b248-6da49e4de840"",""replica"":""a9b28120-e3fb-488c-a353-5caac76facba""}",2026-04-20T19:47:26.497558677Z
